month,date,n_alive,mean_lam,median_lam,mean_pp
58,2005-11-30,300,3.2262926418273006,1.5657477669559545,1.0452271656936445
59,2005-12-31,300,3.2262926418273006,1.5657477669559545,1.0821601449094647
60,2006-01-31,300,3.2262926418273006,1.5657477669559545,1.0783060495849688
61,2006-02-28,300,3.2262926418273006,1.5657477669559545,1.097062062727623
62,2006-03-31,300,3.2262926418273006,1.5657477669559545,1.1028972580683938
63,2006-04-30,300,3.2262926418273006,1.5657477669559545,1.0387774606733657
64,2006-05-31,300,3.2262926418273006,1.5657477669559545,1.038363505328121
65,2006-06-30,300,3.2262926418273006,1.5657477669559545,1.038816182089034
66,2006-07-31,300,3.2262926418273006,1.5657477669559545,1.0642521807004799
67,2006-08-31,300,3.2262926418273006,1.5657477669559545,1.0933926644557643
68,2006-09-30,300,3.2262926418273006,1.5657477669559545,1.13335056387845
69,2006-10-31,300,3.2262926418273006,1.5657477669559545,1.1529521248202212
70,2006-11-30,300,3.2262926418273006,1.5657477669559545,1.1714584899885758
71,2006-12-31,300,3.2262926418273006,1.5657477669559545,1.187174771587161
72,2007-01-31,300,3.2262926418273006,1.5657477669559545,1.1402549002035858
73,2007-02-28,300,3.2262926418273006,1.5657477669559545,1.1579099161042994
74,2007-03-31,300,3.2262926418273006,1.5657477669559545,1.213986117843161
75,2007-04-30,300,3.2262926418273006,1.5657477669559545,1.2469901139490212
76,2007-05-31,300,3.2262926418273006,1.5657477669559545,1.209971575179925
77,2007-06-30,300,3.2262926418273006,1.5657477669559545,1.1397744763217441
78,2007-07-31,300,3.2262926418273006,1.5657477669559545,1.1629461832942105
79,2007-08-31,300,3.2262926418273006,1.5657477669559545,1.229552957913638
80,2007-09-30,300,3.2262926418273006,1.5657477669559545,1.245906265631458
81,2007-10-31,300,3.2262926418273006,1.5657477669559545,1.1515247954129513
82,2007-11-30,300,3.2262926418273006,1.5657477669559545,1.129662959823538
83,2007-12-31,300,3.2262926418273006,1.5657477669559545,1.0158748793092365
84,2008-01-31,300,3.2262926418273006,1.5657477669559545,0.9529256167114939
85,2008-02-29,300,3.2262926418273006,1.5657477669559545,0.936958578334669
86,2008-03-31,300,3.2262926418273006,1.5657477669559545,0.9808631868039833
87,2008-04-30,300,3.2262926418273006,1.5657477669559545,0.983140259273229
88,2008-05-31,299,3.2266718576273594,1.5583888565835338,0.8685455582658086
89,2008-06-30,298,3.2236989607843,1.5526020518460633,0.8501499344066008
90,2008-07-31,298,3.2236989607843,1.5526020518460633,0.8658454574917018
91,2008-08-31,289,3.2154150761421803,1.519067423978502,0.7658501601076003
92,2008-09-30,163,4.359395013569567,2.4384587034500504,0.6263063734558705
93,2008-10-31,113,5.47399115278575,4.610535268195403,0.5929803548788781
94,2008-11-30,113,5.47399115278575,4.610535268195403,0.5961611363192605
95,2008-12-31,62,5.989503752258859,5.707523877753458,0.5612275877538653
96,2009-01-31,63,4.684930811216358,3.1898486782180764,0.7600139331575653
97,2009-02-28,63,4.684930811216358,3.1898486782180764,0.8320464534671353
98,2009-03-31,63,4.684930811216358,3.1898486782180764,0.8991112194453351
99,2009-04-30,63,4.684930811216358,3.1898486782180764,0.95055682464144
100,2009-05-31,63,4.684930811216358,3.1898486782180764,0.9507625152151963
101,2009-06-30,63,4.684930811216358,3.1898486782180764,1.0241562008801286
102,2009-07-31,63,4.684930811216358,3.1898486782180764,1.0656602616399593
103,2009-08-31,63,4.684930811216358,3.1898486782180764,1.110914070232768
104,2009-09-30,63,4.684930811216358,3.1898486782180764,1.080945409177433
105,2009-10-31,63,4.684930811216358,3.1898486782180764,1.160020793379262
106,2009-11-30,63,4.684930811216358,3.1898486782180764,1.1738785088033645
107,2009-12-31,63,4.684930811216358,3.1898486782180764,1.1138221299198396
108,2010-01-31,104,4.436709404067923,2.9951604686937543,1.108621189647622
109,2010-02-28,104,4.436709404067923,2.9951604686937543,1.1911925014363876
110,2010-03-31,104,4.436709404067923,2.9951604686937543,1.2031834888267492
111,2010-04-30,104,4.436709404067923,2.9951604686937543,1.068837487449084
112,2010-05-31,104,4.436709404067923,2.9951604686937543,0.9909566306963813
113,2010-06-30,104,4.436709404067923,2.9951604686937543,1.0735183707408869
114,2010-07-31,104,4.436709404067923,2.9951604686937543,1.0104205551495822
115,2010-08-31,104,4.436709404067923,2.9951604686937543,1.1110948770144655
116,2010-09-30,104,4.436709404067923,2.9951604686937543,1.1522663272384908
117,2010-10-31,104,4.436709404067923,2.9951604686937543,1.1444336111807432
118,2010-11-30,104,4.436709404067923,2.9951604686937543,1.233039935163824
119,2010-12-31,104,4.436709404067923,2.9951604686937543,1.258224183805114
