date,m2_level,gdp_real,cpi_level,m2_yoy,gdp_yoy,cpi_yoy,nominal_gdp_yoy,excess_liq_yoy,k,k_normalized,excess_share_pct,cumulative_excess_pct
2002-09-30,5624.5,14519.633,180.8,5.622429625734715,2.1465169830615416,1.516002245929271,3.6625192289908126,1.9599103967439024,0.00214254452416195,0.8692986813849053,-15.035260194674471,-14.49959190820495
2002-12-31,5803.8,14537.58,181.8,5.893300248138966,1.9925248221954739,2.4802705749718212,4.472795397167295,1.4205048509716711,0.0021959701965004437,0.8909751814492951,-12.236571884455948,-14.144465695462031
2003-03-31,5890.9,14614.141,183.9,7.249622225863406,1.6792570124718242,3.025210084033625,4.704467096505449,2.5451551293579566,0.002191929734439835,0.8893358370614127,-12.443461550391266,-13.508176913122542
2003-06-30,5990.6,14743.567,183.1,8.613906264164628,1.9550651524723905,1.948775055679297,3.9038402081516876,4.71006605601294,0.00221911296184523,0.9003649398281517,-11.066075072943772,-12.330660399119306
2003-09-30,6008.0,14988.782,185.1,6.818383856342791,3.2311353875128956,2.378318584070782,5.609453971583678,1.2089298847591134,0.0021654948841166996,0.8786103747574275,-13.816092858690233,-12.028427927929528
2003-12-31,6091.6,15162.76,185.5,4.958820083393634,4.300440651057458,2.0352035203520247,6.335644171409482,-1.3768240880158489,0.002165754388790201,0.8787156640841809,-13.802455205145868,-12.37263394993349
2004-03-31,6174.9,15248.68,187.1,4.820995094128233,4.341952085996703,1.7400761283306032,6.082028214327306,-1.2610331201990732,0.002164332049807679,0.8781385757725751,-13.877243021719288,-12.687892229983259
2004-06-30,6237.5,15366.85,188.9,4.121456949220437,4.227491217016888,3.1676679410158393,7.395159158032727,-3.2737022088122902,0.002148788884106855,0.8718322174701457,-14.700968828815174,-13.506317782186331
2004-09-30,6299.8,15512.619,189.8,4.8568575233022715,3.494860356231766,2.5391680172879516,6.0340283735197175,-1.177170850217446,0.0021396632523442887,0.8681296574679884,-15.190166744980038,-13.800610494740692
2004-12-31,6457.5,15670.88,191.7,6.006632083524854,3.3511049439547858,3.3423180592991875,6.693423003253973,-0.6867909197291189,0.002149556758100992,0.8721437684521886,-14.659994850931568,-13.972308224672972
2005-03-31,6469.9,15844.727,193.1,4.777405302110149,3.9088432572524257,3.2068412613575736,7.115684518609999,-2.33827921649985,0.002114611226630787,0.8579652512336368,-16.554836989276268,-14.556878028797934
2005-06-30,6487.0,15922.782,193.7,4.0000000000000036,3.6177355801611855,2.541026998411855,6.15876257857304,-2.158762578573037,0.0021032714563262904,0.8533643445725431,-17.18324140914369,-15.096568673441194
2005-09-30,6550.0,16047.587,198.8,3.9715546525286527,3.448598847170792,4.741833508956805,8.190432356127598,-4.218877703598944,0.0020531240065375686,0.8330179240036623,-20.04543614065184,-16.15128809934093
2005-12-31,6716.2,16136.734,198.1,4.0061943476577655,2.9727366937913002,3.3385498174230532,6.3112865112143535,-2.305092163556588,0.0021009876752571227,0.8524377417180349,-17.310620008983022,-16.72756114023008
2006-03-31,6787.1,16353.835,199.7,4.902703287531507,3.2131067957182013,3.4179181771103018,6.631024972828503,-1.7283216852969963,0.002078196320286916,0.8431905617415415,-18.597152930006878,-17.159641561554327
2006-06-30,6829.6,16396.151,201.8,5.28133189455835,2.9729038556202125,4.1817243159525175,7.15462817157273,-1.8732962770143802,0.00206410695511127,0.8374740567025014,-19.406683944029712,-17.62796563080792
2006-09-30,6882.4,16420.738,202.8,5.074809160305338,2.325277937424497,2.012072434607637,4.337350372032134,0.7374587882732042,0.002066708794037839,0.8385297057788851,-19.256359447770556,-17.44360093373962
2006-12-31,7119.5,16561.866,203.1,6.004883714004938,2.6345603763438197,2.5239777889954462,5.158538165339266,0.8463455486656724,0.0021165586360898598,0.8587553773924155,-16.44759687403292,-17.232014546573204
2007-03-31,7219.8,16611.69,205.288,6.3753296695201245,1.5767249700146868,2.798197295943927,4.374922265958614,2.0004074035615105,0.0021171312641335084,0.8589877108621073,-16.416100877202112,-16.731912695682826
2007-06-30,7252.8,16713.314,207.234,6.196556167271883,1.9343747200181172,2.692765113974227,4.627139833992344,1.5694163332795386,0.0020940262397648227,0.8496132652015576,-17.700610496325698,-16.339558612362943
2007-09-30,7331.3,16809.587,208.547,6.52243403463908,2.3680360773066234,2.8338264299802685,5.201862507286892,1.3205715273521879,0.0020913176431386943,0.8485143011198576,-17.8530519379831,-16.009415730524896
2007-12-31,7526.4,16915.191,211.445,5.715288995013679,2.133364682457861,4.108813392417532,6.242178074875393,-0.5268890798617143,0.0021043257510092667,0.8537921055676435,-17.124531074827654,-16.141138000490326
2008-03-31,7747.1,16843.003,213.448,7.303526413474071,1.3924712055185307,3.9749035501344343,5.367374755652965,1.9361516578211058,0.002154902108330208,0.8743125476086522,-14.37557458544061,-15.657100086035049
2008-06-30,7713.2,16943.291,217.463,6.34789322744318,1.3760107660276244,4.935966105947864,6.311976871975489,0.03591635546769112,0.0020933962779981783,0.849357669610945,-17.736029917532605,-15.648120997168126
2008-09-30,7870.7,16854.295,218.877,7.35749457804209,0.26596727212868654,4.953319875136075,5.219287147264762,2.138207430777328,0.0021335490934923013,0.8656489481208213,-15.520269754943072,-15.113569139473794
2008-12-31,8277.4,16485.35,211.398,9.978210034013602,-2.5411536884212604,-0.02222800255385904,-2.5633816909751195,12.541591724988722,0.00237517107870633,0.963682697604891,-3.768595460453006,-11.978171208226614
