date,m2_level,m2_growth,cpi,pi_e_annual,pi_e_monthly,tb3_pct,tbill_wr,sp_close,sp_return,sp_next_return,metab_max
2009-03-01,8386.4,0.008065582440830443,212.495,-0.004464787676623838,-0.0003720656397186532,0.21,0.000175,797.8699951171875,0.08540446199532292,0.09392507914826331,0.008065582440830443
2009-04-01,8391.1,0.0005604311742821722,212.709,-0.005763244243767063,-0.00048027035364725523,0.16,0.00013333333333333334,872.8099975585938,0.09392507914826331,0.05308144638516654,0.0005604311742821722
2009-05-01,8449.2,0.006924002812503716,213.022,-0.01015761495855172,-0.0008464679132126433,0.18,0.00015,919.1400146484375,0.05308144638516654,0.00019582726560996022,0.006924002812503716
2009-06-01,8459.3,0.001195379444207667,214.79,-0.012291746182109153,-0.0010243121818424294,0.18,0.00015,919.3200073242188,0.00019582726560996022,0.07414172714778422,0.001195379444207667
2009-07-01,8463.5,0.0004964949818544451,214.726,-0.01958761003762277,-0.0016323008364685643,0.18,0.00015,987.47998046875,0.07414172714778422,0.03356018886854417,0.0004964949818544451
2009-08-01,8463.0,-5.907721391862353e-05,215.445,-0.014838355663267633,-0.0012365296386056361,0.17,0.00014166666666666668,1020.6199951171875,0.03356018886854417,0.03572334572311964,0.00014166666666666668
2009-09-01,8461.6,-0.00016542597187751973,215.861,-0.01377942862886472,-0.0011482857190720601,0.12,9.999999999999999e-05,1057.0799560546875,0.03572334572311964,-0.019762000526814205,9.999999999999999e-05
2009-10-01,8487.9,0.0031081592133874736,216.509,-0.002239682942003385,-0.00018664024516694874,0.07,5.833333333333334e-05,1036.18994140625,-0.019762000526814205,0.05736406145372763,0.0031081592133874736
2009-11-01,8517.0,0.003428409854027592,217.234,0.019145871744709275,0.0015954893120591063,0.05,4.1666666666666665e-05,1095.6300048828125,0.05736406145372763,0.017770570919338313,0.003428409854027592
2009-12-01,8512.2,-0.000563578724903091,217.347,0.028141231232083674,0.0023451026026736397,0.05,4.1666666666666665e-05,1115.0999755859375,0.017770570919338313,-0.03697424569226215,4.1666666666666665e-05
2010-01-01,8477.7,-0.004053006273348814,217.488,0.026211113889767157,0.00218425949081393,0.06,4.9999999999999996e-05,1073.8699951171875,-0.03697424569226215,0.028513689046546054,4.9999999999999996e-05
